customerid,gender,senior_citizen,partner,dependents,tenure_months,tenure,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,tenure_group,charges_tier,churn_display
3258-ZKPAI,Male,No,True,True,72,72,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),116.6,8337.45,No,0,49-72 mo,High ($70+),Not Churned
1428-IEDPR,Male,No,False,False,52,52,True,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,True,Electronic check,109.3,5731.4,No,0,49-72 mo,High ($70+),Not Churned
5298-GSTLM,Female,Yes,False,False,60,60,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,One year,True,Bank transfer (automatic),101.4,6176.6,No,0,49-72 mo,High ($70+),Not Churned
4450-YOOHP,Female,No,False,False,39,39,False,No phone service,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,True,Credit card (automatic),50.65,1905.4,No,0,25-48 mo,Medium ($35-70),Not Churned
6728-CZFEI,Female,No,False,False,15,15,True,No,DSL,No,No,No,No,Yes,No,One year,False,Mailed check,56.15,931.9,No,0,13-24 mo,Medium ($35-70),Not Churned
3653-NCRDJ,Male,No,True,True,43,43,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,19.2,776.25,No,0,25-48 mo,Low ($0-35),Not Churned
6121-TNHBO,Female,Yes,False,False,63,63,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,One year,False,Bank transfer (automatic),83.0,5243.05,No,0,49-72 mo,High ($70+),Not Churned
5119-NZPTV,Male,Yes,True,False,2,2,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,70.1,141.65,No,0,0-6 mo,High ($70+),Not Churned
6519-ZHPXP,Female,No,True,True,72,72,True,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),108.3,7679.65,No,0,49-72 mo,High ($70+),Not Churned
3472-QPRCH,Male,No,True,True,40,40,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),25.25,1006.9,No,0,25-48 mo,Low ($0-35),Not Churned
8224-UAXBZ,Female,No,True,False,58,58,False,No phone service,DSL,Yes,Yes,No,No,Yes,No,One year,True,Electronic check,45.35,2540.1,No,0,49-72 mo,Medium ($35-70),Not Churned
9610-WCESF,Male,No,False,False,67,67,False,No phone service,DSL,Yes,No,No,Yes,Yes,No,Two year,False,Electronic check,43.9,3097.2,No,0,49-72 mo,Medium ($35-70),Not Churned
2486-WYVVE,Male,No,True,False,31,31,True,Yes,DSL,No,No,Yes,Yes,Yes,Yes,One year,True,Mailed check,79.3,2484.0,No,0,25-48 mo,High ($70+),Not Churned
3865-ZYKAD,Male,Yes,True,False,69,69,True,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),84.9,5785.65,No,0,49-72 mo,High ($70+),Not Churned
1422-DGUBX,Male,No,True,False,32,32,True,Yes,Fiber optic,No,No,No,Yes,No,No,One year,True,Electronic check,79.25,2619.15,No,0,25-48 mo,High ($70+),Not Churned
2999-AANRQ,Female,No,False,False,21,21,True,No,DSL,Yes,Yes,No,Yes,Yes,No,Two year,False,Credit card (automatic),71.05,1524.85,No,0,13-24 mo,High ($70+),Not Churned
8668-KNZTI,Male,No,False,False,52,52,True,No,DSL,Yes,No,Yes,No,No,No,One year,False,Electronic check,53.75,2790.65,No,0,49-72 mo,Medium ($35-70),Not Churned
0480-KYJVA,Female,No,True,True,72,72,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),24.25,1784.5,No,0,49-72 mo,Low ($0-35),Not Churned
9746-YKGXB,Male,No,True,True,52,52,False,No phone service,DSL,Yes,No,Yes,No,No,Yes,One year,False,Bank transfer (automatic),44.25,2276.1,No,0,49-72 mo,Medium ($35-70),Not Churned
3926-YZVVX,Female,No,False,False,41,41,True,No,DSL,No,No,No,Yes,No,No,One year,False,Bank transfer (automatic),50.05,2029.05,No,0,25-48 mo,Medium ($35-70),Not Churned
6000-UKLWI,Male,No,False,False,41,41,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.15,802.35,No,0,25-48 mo,Low ($0-35),Not Churned
6332-FBZRI,Male,No,True,True,67,67,True,Yes,DSL,Yes,Yes,Yes,Yes,No,No,One year,True,Credit card (automatic),69.35,4653.25,No,0,49-72 mo,Medium ($35-70),Not Churned
2096-XOTMO,Female,No,True,True,16,16,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.35,275.9,No,0,13-24 mo,Low ($0-35),Not Churned
3266-FTKHB,Male,No,False,False,17,17,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.15,343.45,No,0,13-24 mo,Low ($0-35),Not Churned
8221-EQDGL,Male,No,True,False,35,35,True,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,False,Mailed check,61.0,2130.45,No,0,25-48 mo,Medium ($35-70),Not Churned
2346-LOCWC,Female,No,True,True,58,58,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.5,1191.4,No,0,49-72 mo,Low ($0-35),Not Churned
0298-XACET,Male,No,True,True,52,52,False,No phone service,DSL,No,Yes,Yes,Yes,Yes,No,Two year,False,Mailed check,50.2,2554.0,No,0,49-72 mo,Medium ($35-70),Not Churned
7560-QJAVJ,Female,No,False,False,70,70,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,False,Bank transfer (automatic),79.6,5589.45,No,0,49-72 mo,High ($70+),Not Churned
2995-YWTCD,Female,No,True,True,19,19,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Bank transfer (automatic),24.9,467.7,No,0,13-24 mo,Low ($0-35),Not Churned
9137-UIYPG,Female,No,True,True,35,35,True,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,106.9,3756.45,No,0,25-48 mo,High ($70+),Not Churned
2809-ZMYOQ,Female,No,False,False,32,32,True,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,101.35,3334.9,No,0,25-48 mo,High ($70+),Not Churned
5084-OOVCJ,Female,No,True,True,17,17,True,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,True,Credit card (automatic),55.35,920.5,No,0,13-24 mo,Medium ($35-70),Not Churned
0254-WWRKD,Female,No,True,True,67,67,True,No,DSL,No,Yes,No,No,No,No,One year,False,Credit card (automatic),50.55,3431.75,No,0,49-72 mo,Medium ($35-70),Not Churned
7727-SHVZV,Female,No,False,False,9,9,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Bank transfer (automatic),19.5,150.35,No,0,7-12 mo,Low ($0-35),Not Churned
5339-PXDVH,Male,No,False,False,4,4,True,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,False,Electronic check,90.65,367.95,No,0,0-6 mo,High ($70+),Not Churned
2205-LPVGL,Male,Yes,True,True,58,58,True,Yes,Fiber optic,Yes,Yes,No,Yes,No,No,One year,True,Bank transfer (automatic),89.85,5125.75,No,0,49-72 mo,High ($70+),Not Churned
8782-NUUOL,Male,No,False,False,60,60,True,No,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,False,Mailed check,79.0,4801.1,No,0,49-72 mo,High ($70+),Not Churned
7601-WFVZV,Male,No,False,False,1,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,19.55,19.55,No,0,0-6 mo,Low ($0-35),Not Churned
4609-KNNWG,Female,No,True,True,27,27,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.9,550.1,No,0,25-48 mo,Low ($0-35),Not Churned
4868-AADLV,Male,Yes,True,True,66,66,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,True,Electronic check,116.25,7862.25,No,0,49-72 mo,High ($70+),Not Churned
9529-OFXHY,Male,No,False,False,15,15,True,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,True,Bank transfer (automatic),87.75,1242.2,No,0,13-24 mo,High ($70+),Not Churned
2669-QVCRG,Female,No,False,False,41,41,True,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Credit card (automatic),81.3,3190.65,No,0,25-48 mo,High ($70+),Not Churned
2478-EEWWM,Male,No,True,False,59,59,False,No phone service,DSL,No,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,44.3,2666.75,No,0,49-72 mo,Medium ($35-70),Not Churned
9174-IHETN,Female,No,False,True,50,50,True,No,Fiber optic,No,No,No,No,No,No,Two year,False,Credit card (automatic),70.35,3533.6,No,0,49-72 mo,High ($70+),Not Churned
2233-TXSIU,Male,No,True,True,17,17,False,No phone service,DSL,Yes,No,Yes,No,Yes,No,One year,False,Credit card (automatic),44.45,792.15,No,0,13-24 mo,Medium ($35-70),Not Churned
9644-UMGQA,Male,No,True,True,6,6,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,49.15,295.65,No,0,0-6 mo,Medium ($35-70),Not Churned
3256-EZDBI,Male,Yes,True,False,51,51,False,No phone service,DSL,No,Yes,No,No,No,No,Month-to-month,True,Credit card (automatic),29.45,1459.35,No,0,49-72 mo,Low ($0-35),Not Churned
0419-YAAPX,Male,No,True,False,49,49,True,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,True,Credit card (automatic),85.3,4297.95,No,0,49-72 mo,High ($70+),Not Churned
0872-CASZJ,Male,No,True,False,59,59,True,Yes,DSL,Yes,No,No,Yes,No,Yes,One year,True,Mailed check,69.1,4096.9,No,0,49-72 mo,Medium ($35-70),Not Churned
4726-DLWQN,Male,Yes,False,False,50,50,True,Yes,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,True,Bank transfer (automatic),70.35,3454.6,No,0,49-72 mo,High ($70+),Not Churned
8164-OCKUJ,Female,No,True,True,59,59,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.6,1286.0,No,0,49-72 mo,Low ($0-35),Not Churned
3094-JOJAI,Male,No,False,False,18,18,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Mailed check,74.15,1387.0,No,0,13-24 mo,High ($70+),Not Churned
9494-MRNYX,Male,No,False,False,10,10,True,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Electronic check,75.05,786.3,No,0,7-12 mo,High ($70+),Not Churned
2599-CZABP,Male,No,True,False,14,14,True,No,DSL,No,No,No,No,No,No,One year,False,Electronic check,44.6,641.25,No,0,13-24 mo,Medium ($35-70),Not Churned
7945-PRBVF,Male,No,False,False,35,35,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Bank transfer (automatic),21.45,705.45,No,0,25-48 mo,Low ($0-35),Not Churned
4544-RXFMG,Male,No,True,True,8,8,True,No,DSL,No,No,No,No,No,No,One year,True,Mailed check,43.45,345.5,No,0,7-12 mo,Medium ($35-70),Not Churned
0859-YGKFW,Male,No,True,True,18,18,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),20.05,345.9,No,0,13-24 mo,Low ($0-35),Not Churned
1150-FTQGN,Female,No,True,True,60,60,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,One year,False,Bank transfer (automatic),94.15,5811.8,No,0,49-72 mo,High ($70+),Not Churned
7196-LIWRH,Female,No,False,False,6,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.55,124.45,No,0,0-6 mo,Low ($0-35),Not Churned
5448-VWNAM,Female,No,False,True,19,19,True,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,True,Mailed check,75.9,1375.6,No,0,13-24 mo,High ($70+),Not Churned
1177-XZBJL,Male,No,True,True,53,53,True,Yes,DSL,Yes,Yes,No,Yes,No,No,One year,False,Bank transfer (automatic),64.15,3491.55,No,0,49-72 mo,Medium ($35-70),Not Churned
3518-FSTWG,Male,Yes,True,False,72,72,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Bank transfer (automatic),109.55,7920.7,No,0,49-72 mo,High ($70+),Not Churned
9330-VOFSZ,Female,No,True,False,60,60,True,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),110.8,6640.7,No,0,49-72 mo,High ($70+),Not Churned
0939-EREMR,Female,No,False,True,13,13,True,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,False,Mailed check,53.45,718.1,No,0,13-24 mo,Medium ($35-70),Not Churned
9389-ACWBI,Female,No,True,True,5,5,True,No,Fiber optic,No,No,No,No,No,No,Month-to-month,False,Credit card (automatic),69.95,320.4,No,0,0-6 mo,Medium ($35-70),Not Churned
3644-QXEHN,Male,No,True,True,13,13,True,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,False,Electronic check,97.0,1334.45,No,0,13-24 mo,High ($70+),Not Churned
2911-IJORQ,Male,No,False,False,37,37,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,One year,True,Bank transfer (automatic),90.6,3358.65,No,0,25-48 mo,High ($70+),Not Churned
5921-NGYRH,Male,No,True,False,64,64,True,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,True,Mailed check,73.55,4764.0,No,0,49-72 mo,High ($70+),Not Churned
5998-DZLYR,Female,No,True,False,61,61,True,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,True,Bank transfer (automatic),94.35,5703.0,No,0,49-72 mo,High ($70+),Not Churned
3985-HOYPM,Male,No,False,False,26,26,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.4,525.55,No,0,25-48 mo,Low ($0-35),Not Churned
9548-LERKT,Male,No,True,False,24,24,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.75,483.15,No,0,13-24 mo,Low ($0-35),Not Churned
6576-FBXOJ,Male,No,True,False,17,17,False,No phone service,DSL,No,No,Yes,Yes,Yes,Yes,One year,False,Electronic check,54.6,934.8,No,0,13-24 mo,Medium ($35-70),Not Churned
4310-KEDTB,Female,No,False,True,26,26,False,No phone service,DSL,No,No,Yes,No,No,No,Month-to-month,True,Mailed check,29.8,786.5,No,0,25-48 mo,Low ($0-35),Not Churned
4062-HBMOS,Male,No,False,False,52,52,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,True,Electronic check,103.05,5364.8,No,0,49-72 mo,High ($70+),Not Churned
2676-ISHSF,Male,No,False,False,1,1,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.3,20.3,No,0,0-6 mo,Low ($0-35),Not Churned
9236-NDUCW,Female,No,False,False,21,21,False,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,False,Mailed check,35.1,770.4,No,0,13-24 mo,Medium ($35-70),Not Churned
4753-PADAS,Female,No,True,False,67,67,True,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,True,Bank transfer (automatic),105.7,6816.95,No,0,49-72 mo,High ($70+),Not Churned
6103-QCKFX,Female,No,True,True,44,44,True,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,False,Bank transfer (automatic),56.25,2419.55,No,0,25-48 mo,Medium ($35-70),Not Churned
7781-EWARA,Male,No,True,True,70,70,False,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,One year,False,Electronic check,60.35,4138.7,No,0,49-72 mo,Medium ($35-70),Not Churned
7018-FPXHH,Male,No,True,True,56,56,True,No,DSL,Yes,Yes,Yes,No,No,No,Two year,True,Bank transfer (automatic),59.8,3457.45,No,0,49-72 mo,Medium ($35-70),Not Churned
0572-ZJKLT,Female,No,True,True,46,46,True,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,Two year,False,Mailed check,99.65,4630.2,No,0,25-48 mo,High ($70+),Not Churned
5135-RDDQL,Female,No,True,True,63,63,True,No,DSL,Yes,No,No,No,No,No,Two year,True,Bank transfer (automatic),50.65,3221.25,No,0,49-72 mo,Medium ($35-70),Not Churned
1353-LJWEM,Male,No,False,False,11,11,True,No,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,True,Electronic check,60.9,688.5,No,0,7-12 mo,Medium ($35-70),Not Churned
1794-SWWKL,Male,No,True,True,15,15,True,Yes,DSL,No,No,Yes,Yes,No,No,Month-to-month,True,Bank transfer (automatic),59.65,867.1,No,0,13-24 mo,Medium ($35-70),Not Churned
6166-YIPFO,Male,No,True,False,72,72,False,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Electronic check,64.7,4746.05,No,0,49-72 mo,Medium ($35-70),Not Churned
9332-GYWLO,Female,No,True,True,6,6,True,No,DSL,No,No,No,No,Yes,No,Month-to-month,False,Electronic check,54.85,355.1,No,0,0-6 mo,Medium ($35-70),Not Churned
4184-VODJZ,Male,No,True,True,63,63,True,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,True,Electronic check,91.35,5764.7,No,0,49-72 mo,High ($70+),Not Churned
1092-WPIVQ,Female,No,True,True,18,18,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,25.1,428.45,No,0,13-24 mo,Low ($0-35),Not Churned
7233-IOQNP,Female,No,True,False,43,43,False,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,False,Bank transfer (automatic),34.0,1505.35,No,0,25-48 mo,Low ($0-35),Not Churned
2834-JKOOW,Female,No,False,False,15,15,False,No phone service,DSL,Yes,Yes,Yes,Yes,No,No,One year,False,Mailed check,45.9,693.45,No,0,13-24 mo,Medium ($35-70),Not Churned
2400-FEQME,Male,No,True,True,55,55,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.5,1177.95,No,0,49-72 mo,Low ($0-35),Not Churned
4957-SREEC,Male,No,True,True,70,70,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.35,1458.1,No,0,49-72 mo,Low ($0-35),Not Churned
0230-UBYPQ,Male,Yes,True,False,63,63,False,No phone service,DSL,Yes,No,No,Yes,No,No,One year,False,Bank transfer (automatic),36.1,2298.9,No,0,49-72 mo,Medium ($35-70),Not Churned
4923-ADWXJ,Female,No,False,False,25,25,True,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,True,Bank transfer (automatic),65.8,1679.65,No,0,25-48 mo,Medium ($35-70),Not Churned
1763-KUAAW,Female,Yes,False,False,18,18,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Bank transfer (automatic),20.35,369.6,No,0,13-24 mo,Low ($0-35),Not Churned
1104-TNLZA,Male,Yes,True,False,28,28,True,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,105.8,2998.0,No,0,25-48 mo,High ($70+),Not Churned
5195-KPUNQ,Female,Yes,False,False,53,53,True,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,One year,True,Mailed check,96.75,5206.55,No,0,49-72 mo,High ($70+),Not Churned
3439-GVUSX,Male,No,False,False,1,1,False,No phone service,DSL,No,No,No,No,No,No,Month-to-month,False,Mailed check,24.4,24.4,No,0,0-6 mo,Low ($0-35),Not Churned
5949-HGVJL,Female,No,True,False,26,26,True,No,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,True,Electronic check,73.05,1959.5,No,0,25-48 mo,High ($70+),Not Churned
5203-XEHAX,Female,No,False,False,34,34,True,No,DSL,Yes,Yes,No,No,No,Yes,One year,False,Electronic check,64.35,2053.05,No,0,25-48 mo,Medium ($35-70),Not Churned
1635-HDGFT,Female,No,False,True,19,19,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,20.5,398.55,No,0,13-24 mo,Low ($0-35),Not Churned
8050-XGRVL,Female,No,True,True,62,62,True,No,DSL,Yes,No,Yes,No,No,No,One year,False,Credit card (automatic),54.75,3425.35,No,0,49-72 mo,Medium ($35-70),Not Churned
9828-QHFBK,Male,No,False,False,24,24,True,No,DSL,Yes,No,No,No,No,No,Month-to-month,True,Electronic check,51.15,1275.7,No,0,13-24 mo,Medium ($35-70),Not Churned
3908-MKIMJ,Male,Yes,True,False,68,68,False,No phone service,DSL,Yes,Yes,Yes,No,No,No,Two year,True,Electronic check,41.95,2965.75,No,0,49-72 mo,Medium ($35-70),Not Churned
5012-YSPJJ,Male,No,True,True,31,31,True,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,False,Mailed check,54.35,1647.0,No,0,25-48 mo,Medium ($35-70),Not Churned
6728-VOIFY,Female,No,True,False,63,63,True,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,True,Electronic check,96.0,6109.75,No,0,49-72 mo,High ($70+),Not Churned
4891-NLUBA,Female,No,True,True,61,61,False,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,True,Bank transfer (automatic),61.45,3751.15,No,0,49-72 mo,Medium ($35-70),Not Churned
8969-PRHFK,Male,No,False,False,18,18,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.65,411.25,No,0,13-24 mo,Low ($0-35),Not Churned
0661-KQHNK,Female,No,True,True,6,6,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Credit card (automatic),19.0,105.5,No,0,0-6 mo,Low ($0-35),Not Churned
8709-KRDVL,Female,No,False,False,33,33,True,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,100.0,3320.6,No,0,25-48 mo,High ($70+),Not Churned
1427-VERSM,Female,No,True,False,56,56,True,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,True,Electronic check,98.7,5669.5,No,0,49-72 mo,High ($70+),Not Churned
9801-NOSHQ,Male,No,False,True,23,23,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,19.8,465.45,No,0,13-24 mo,Low ($0-35),Not Churned
6339-YPSAH,Male,No,False,False,9,9,True,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,True,Electronic check,73.8,704.3,No,0,7-12 mo,High ($70+),Not Churned
2159-TURXX,Male,No,False,False,5,5,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Credit card (automatic),20.05,95.55,No,0,0-6 mo,Low ($0-35),Not Churned
1548-FEHVL,Male,No,True,False,61,61,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,True,Electronic check,106.2,6375.2,No,0,49-72 mo,High ($70+),Not Churned
3795-CAWEX,Male,No,True,True,70,70,True,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),116.55,8152.3,No,0,49-72 mo,High ($70+),Not Churned
6215-NQCPY,Male,No,False,False,15,15,True,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,True,Electronic check,99.7,1566.75,No,0,13-24 mo,High ($70+),Not Churned
5647-URDKA,Male,No,True,True,8,8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.7,130.25,No,0,7-12 mo,Low ($0-35),Not Churned
2229-DPMBI,Female,No,True,True,8,8,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,19.5,162.15,No,0,7-12 mo,Low ($0-35),Not Churned
9626-WEQRM,Female,No,False,False,4,4,False,No phone service,DSL,Yes,No,No,No,No,No,Month-to-month,True,Mailed check,29.15,110.05,No,0,0-6 mo,Low ($0-35),Not Churned
2188-SXWVT,Female,No,False,False,34,34,True,No,DSL,Yes,Yes,No,No,No,No,One year,False,Mailed check,55.0,1885.15,No,0,25-48 mo,Medium ($35-70),Not Churned
6258-PVZWJ,Male,No,True,False,68,68,True,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,True,Credit card (automatic),90.8,6302.85,No,0,49-72 mo,High ($70+),Not Churned
1094-BKOSX,Female,No,True,True,45,45,False,No phone service,DSL,No,Yes,Yes,Yes,No,Yes,One year,False,Bank transfer (automatic),51.0,2264.5,No,0,25-48 mo,Medium ($35-70),Not Churned
6969-MVBAI,Female,Yes,False,False,9,9,True,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,True,Electronic check,90.1,816.8,No,0,7-12 mo,High ($70+),Not Churned
2978-XXSOG,Female,No,False,False,22,22,True,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,True,Mailed check,59.05,1253.5,No,0,13-24 mo,Medium ($35-70),Not Churned
2342-CKIAO,Female,No,False,False,2,2,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,False,Mailed check,20.3,41.2,No,0,0-6 mo,Low ($0-35),Not Churned
6953-PBDIN,Male,No,True,False,70,70,True,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Two year,False,Bank transfer (automatic),72.95,5265.55,No,0,49-72 mo,High ($70+),Not Churned
3898-BSJYF,Female,No,False,True,10,10,True,Yes,DSL,Yes,No,Yes,Yes,No,Yes,One year,False,Credit card (automatic),73.55,693.3,No,0,7-12 mo,High ($70+),Not Churned
3938-YFPXD,Male,No,False,False,72,72,True,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Two year,False,Credit card (automatic),84.3,5997.1,No,0,49-72 mo,High ($70+),Not Churned
7696-AMHOD,Female,No,True,True,49,49,True,No,DSL,No,Yes,Yes,No,Yes,Yes,One year,False,Credit card (automatic),78.0,3824.2,No,0,49-72 mo,High ($70+),Not Churned
2453-SAFNS,Female,Yes,False,False,54,54,True,Yes,DSL,No,Yes,No,Yes,Yes,No,One year,False,Mailed check,72.1,3886.05,No,0,49-72 mo,High ($70+),Not Churned
9558-IHEZX,Female,No,False,False,71,71,True,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,True,Credit card (automatic),106.75,7283.25,No,0,49-72 mo,High ($70+),Not Churned
9617-UDPEU,Female,No,False,False,22,22,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,True,Mailed check,19.25,412.55,No,0,13-24 mo,Low ($0-35),Not Churned
6340-DACFT,Female,No,True,True,50,50,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Credit card (automatic),20.55,1070.25,No,0,49-72 mo,Low ($0-35),Not Churned
4955-VCWBI,Female,No,True,True,43,43,True,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,False,Mailed check,20.0,817.95,No,0,25-48 mo,Low ($0-35),Not Churned
6813-GZQCG,Female,No,True,True,45,45,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,True,Credit card (automatic),24.65,1171.3,No,0,25-48 mo,Low ($0-35),Not Churned
7426-GSWPO,Male,Yes,False,False,64,64,True,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,True,Bank transfer (automatic),103.5,6548.65,No,0,49-72 mo,High ($70+),Not Churned
3389-KTRXV,Female,No,True,True,23,23,True,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,False,Mailed check,23.85,625.65,No,0,13-24 mo,Low ($0-35),Not Churned
